id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
dfab4dd7-54c4-4ee2-a255-210fd26f3030,Alana Cavalcanti,1965-04-19,383.624.155-71,04925067,Azevedo da Serra,MT,Brasil,F,(051) 9587-6590,38362415571@exemplo.com.br,2025-02-10
3a389c8d-6965-4900-92ad-782e3b8fef62,Enzo da Luz,1997-03-14,429.575.265-06,17046-638,Andrade Grande,MG,Brasil,F,(084) 9809 4346,42957526506@exemplo.com.br,2024-04-28
abb68219-3056-4738-b6f0-fc2e9382bfb7,Bianca Silva,1937-09-24,591.995.617-87,49240279,Farias do Campo,RN,Brasil,M,(011) 0870-9055,59199561787@exemplo.com.br,2024-06-19
2e8618a9-d7b6-4aae-b69e-37b533970a00,Davi Lucas Cavalcanti,1938-07-07,220.504.354-90,45535-797,Sousa da Prata,RS,Brasil,M,+55 51 3231 5209,22050435490@exemplo.com.br,2024-11-04
3f903ab9-ee65-415e-98cb-f01842a66a3e,Vicente Peixoto,1943-11-19,863.092.749-14,84916134,Caldeira,PB,Brasil,F,61 7048 2721,86309274914@exemplo.com.br,2025-06-02
cd60dad8-b160-44e3-9fa7-39bd7ed7d889,Juan Cavalcanti,1973-02-23,726.977.363-93,30759857,Sales,SP,Brasil,F,(041) 8905-9463,72697736393@exemplo.com.br,2023-07-30
d48921df-0d2a-49b3-a63e-54669da75526,Olívia Alves,1962-12-24,510.668.778-53,93910888,Cavalcanti do Norte,AL,Brasil,F,51 9078 3190,51066877853@exemplo.com.br,2024-03-31
3bf47a57-19e5-46db-8472-2d4657c68b2e,Vinícius Azevedo,1937-06-10,076.693.294-53,14204000,da Conceição da Mata,MT,Brasil,F,0900 010 9213,07669329453@exemplo.com.br,2024-07-02
4e097ea3-109e-4c98-a6b9-208ff3a6e5eb,Nathan Santos,1943-02-10,084.988.348-41,76570-241,Leão,SC,Brasil,F,41 4732 8957,08498834841@exemplo.com.br,2023-11-30
256e95bf-1563-4963-b3b8-c6ff847aac55,Thiago Pires,1955-11-30,682.851.548-22,78001-061,Moreira de Goiás,BA,Brasil,F,+55 21 9027-1567,68285154822@exemplo.com.br,2024-03-12
52d796d4-c7aa-4da2-95b1-4e2345ded033,Isaque da Conceição,1979-05-13,843.767.953-42,87378-279,Câmara do Sul,GO,Brasil,M,(071) 6078-2562,84376795342@exemplo.com.br,2024-03-04
e897886c-88e4-4509-81d0-d85f8dd48efe,Yuri Siqueira,1985-10-11,808.931.247-33,36161-399,Lopes,AM,Brasil,M,31 2831 0629,80893124733@exemplo.com.br,2024-09-06
96e9e22a-dc16-42f6-a43a-d495afce6253,Nathan Vargas,1984-03-31,248.198.812-76,15943-892,Rezende da Serra,RN,Brasil,F,0300 385 5392,24819881276@exemplo.com.br,2023-10-28
e6463531-e041-43d7-87c5-f60fb7e3cbd0,Ravi Nunes,1986-11-29,181.033.046-14,10950921,Pastor do Sul,MS,Brasil,M,+55 (031) 2249-0609,18103304614@exemplo.com.br,2024-07-18
9c881ee6-fc14-46da-a5fc-cb3871ee2959,Dr. Asafe Martins,2000-02-11,325.187.106-14,81199-855,Gonçalves do Amparo,GO,Brasil,M,+55 31 5638 9674,32518710614@exemplo.com.br,2024-11-13
50963f38-12f0-4a62-9584-aad5faa404ac,Jade Novais,1975-06-24,033.952.349-36,64113-760,Vargas do Sul,MG,Brasil,F,+55 (061) 7658-3002,03395234936@exemplo.com.br,2023-06-26
3f18985b-b0e0-4394-a05d-59da388e0e82,Isabelly Ferreira,1964-11-07,789.672.150-65,20573825,Peixoto do Norte,TO,Brasil,M,+55 (011) 7544 5453,78967215065@exemplo.com.br,2024-04-12
18cad401-e0ce-4960-8f75-ea0b3b5dd330,Apollo Fogaça,1934-07-04,148.658.876-96,77773-571,Carvalho,PI,Brasil,M,0300 114 1460,14865887696@exemplo.com.br,2025-02-24
85ea644d-40cc-4eef-94be-c8ff884dd31d,Sr. Otávio Vasconcelos,1986-05-04,258.851.005-49,80451994,Rios do Amparo,SP,Brasil,M,(061) 3516 4957,25885100549@exemplo.com.br,2024-06-27
b102936c-1bf6-4874-9d84-a59030c0314a,Mathias da Cruz,1959-07-16,598.736.622-89,85358-791,Mendes Alegre,RO,Brasil,M,+55 (084) 1244-6836,59873662289@exemplo.com.br,2024-05-14
74879978-1cfb-4910-9d92-e176f588beb6,Théo Fernandes,1942-11-09,574.790.040-06,26339633,Duarte,PB,Brasil,F,+55 (031) 9190 3883,57479004006@exemplo.com.br,2025-05-04
70d6b6f8-2a18-452d-bc69-b80b56be9047,Luara Montenegro,1947-07-13,671.442.677-02,57982792,Novais da Serra,RR,Brasil,F,+55 11 8779-8227,67144267702@exemplo.com.br,2024-01-21
216ad283-f117-4cb2-af7a-e1e5b2fa6ea9,Ana Vitória Pacheco,2005-11-16,233.971.190-41,42765436,Porto,SE,Brasil,F,0500 379 1950,23397119041@exemplo.com.br,2024-06-03
452dcf62-666f-49ef-ad32-e500f978643d,Miguel Martins,1941-04-08,447.184.671-50,08082-632,Macedo,PE,Brasil,F,+55 31 9015 1407,44718467150@exemplo.com.br,2024-05-29
19c29c84-c6fe-4665-93dc-c15f24626791,Eduarda Almeida,1992-03-23,646.640.974-01,75354-076,Almeida,SE,Brasil,M,+55 11 6097 4351,64664097401@exemplo.com.br,2025-03-18
0d688927-cc78-46a7-9cb0-76d7331db7bd,Maria Fernanda Ferreira,1999-06-04,558.784.739-58,66740374,Andrade,AL,Brasil,M,+55 (041) 3207-1467,55878473958@exemplo.com.br,2023-09-08
8212b809-d621-49b1-9ca5-ab4af8370af9,Guilherme Aparecida,1977-04-10,884.467.089-18,86388587,Brito do Campo,RJ,Brasil,F,+55 (071) 6843-2741,88446708918@exemplo.com.br,2024-01-24
b225ddc0-f1a6-432f-94b5-47bb95b9de5b,Yan Guerra,1937-11-16,894.885.017-62,91697-909,da Luz,SE,Brasil,F,(071) 9066-5820,89488501762@exemplo.com.br,2025-02-08
45f0917b-55a3-416f-acf5-acb27844420d,Lara Sales,1976-04-28,514.303.164-29,31187525,Novais,BA,Brasil,M,0900-013-8501,51430316429@exemplo.com.br,2025-02-06
429ef7b9-526a-4b53-99f7-aa20852e6a71,Melissa Moura,1984-09-06,300.423.362-52,52165-550,Cavalcanti de Aparecida,PB,Brasil,F,+55 (041) 8513-7604,30042336252@exemplo.com.br,2025-03-02
a48cd467-be1e-4fa4-a663-f9a6f547eef6,Emanuella Albuquerque,1945-07-02,659.749.357-39,64974151,da Costa,SE,Brasil,M,+55 (061) 2949-6344,65974935739@exemplo.com.br,2025-01-15
431450dd-29f8-423f-86d4-ac3eae1e433e,Helena Caldeira,1964-12-12,550.175.762-61,98206435,Cunha,RN,Brasil,M,(021) 2902-4580,55017576261@exemplo.com.br,2024-01-14
60c4b063-202b-4e54-9ae9-eb7500ddfe08,Caio Moura,1975-10-15,363.740.653-22,57740-737,da Luz,SP,Brasil,M,0800-857-5974,36374065322@exemplo.com.br,2023-06-04
5c4121e0-bd4d-479e-a6e7-b061384d84b8,Aurora Macedo,1976-02-25,736.425.705-62,21726747,Guerra,MT,Brasil,F,84 6151 8043,73642570562@exemplo.com.br,2023-07-17
32d8e8f1-ba3a-45ba-892f-db9c9ed8f534,Otto da Mota,1993-08-07,240.054.165-43,09888-404,Nogueira de Minas,PB,Brasil,M,+55 (084) 7404 5802,24005416543@exemplo.com.br,2023-07-25
3b702f09-b0a4-44f8-9cb1-678c72b8285b,Lívia da Cruz,1976-09-27,658.769.839-53,22657-916,Nascimento do Oeste,DF,Brasil,M,+55 84 9931 5438,65876983953@exemplo.com.br,2024-04-06
8ae7921c-a664-49be-92d3-e73aa8680fca,Ana Lívia Mendes,1942-11-27,263.441.405-92,93797-281,Sampaio de Machado,TO,Brasil,M,+55 (041) 8680 2136,26344140592@exemplo.com.br,2024-01-30
7683b5ee-dc9b-445a-a57b-a2af09231efe,Heitor da Rocha,1995-11-25,019.814.568-83,12962-322,Casa Grande,MG,Brasil,M,+55 11 7166 8401,01981456883@exemplo.com.br,2023-06-26
3ad38648-8da3-43fd-beee-311b509880df,Vitória Pinto,1967-07-13,235.381.593-76,42060981,Nunes,SP,Brasil,M,+55 (071) 7558 3145,23538159376@exemplo.com.br,2025-05-26
45f490ae-b1d7-4bdc-9c5e-01586d09c1e1,Bella Rezende,1938-03-13,376.838.072-48,98241081,Moraes,SP,Brasil,M,0900-284-0897,37683807248@exemplo.com.br,2025-04-18
76d4cbf4-3f00-4dce-b09b-c05eccc98677,Davi Pimenta,1986-05-19,308.965.544-17,35475085,Lopes do Oeste,MT,Brasil,F,+55 (084) 2263 8746,30896554417@exemplo.com.br,2023-11-09
b27931b1-ffda-44de-8ddf-0868774b04d6,Allana Melo,1942-07-05,701.901.663-24,53651872,Martins,MG,Brasil,M,+55 (071) 3631 1567,70190166324@exemplo.com.br,2025-01-28
83539ba1-6349-4b12-a9f2-190416e6234f,Felipe da Conceição,1961-01-15,210.041.371-88,02799249,Leão Verde,PR,Brasil,M,+55 (011) 1661 5884,21004137188@exemplo.com.br,2024-04-19
16aac637-f28c-457a-adbc-40965d798654,Maria Isis Rios,1959-12-18,847.237.216-36,29410-845,Porto do Norte,PR,Brasil,M,+55 21 3537-7575,84723721636@exemplo.com.br,2023-09-25
f2a4b68a-3163-4d9c-936b-774ceb9fa7a2,Maria Vitória Jesus,1984-08-06,690.662.916-03,58826-155,Fernandes de Goiás,AC,Brasil,F,0300 521 8242,69066291603@exemplo.com.br,2024-01-14
11f7c819-705d-4559-be83-2b7d44de40a6,Henry Gabriel Rezende,1944-03-26,147.486.794-82,88874222,Casa Grande,BA,Brasil,F,+55 (021) 7861-6264,14748679482@exemplo.com.br,2024-12-01
4c7b62f7-92d7-4c64-b7b7-4643c107d7e4,Srta. Gabrielly Pires,1991-04-20,718.383.807-89,26226-848,Marques Verde,ES,Brasil,M,+55 (041) 5272 9779,71838380789@exemplo.com.br,2023-12-13
789fd1fa-b1eb-4953-aa63-56e825aeb6aa,Raquel Azevedo,1986-10-12,180.900.246-11,40842126,Vasconcelos,TO,Brasil,M,+55 (081) 3745 2018,18090024611@exemplo.com.br,2024-09-19
330ff1c4-90ae-4402-b679-69358cea88d1,Heloísa Martins,1946-01-16,379.450.257-48,32938-561,Moura de Minas,DF,Brasil,M,+55 41 0022 0456,37945025748@exemplo.com.br,2024-11-29
fc82fa7c-01ba-4735-bee5-bcf57f2264d3,Sr. João Ribeiro,1943-03-09,590.933.750-34,37503607,Pimenta do Sul,RS,Brasil,M,+55 71 4423-0526,59093375034@exemplo.com.br,2024-01-20
d0d904e1-9323-466c-abac-664e3fa5dad4,Sr. Anthony Peixoto,1993-01-27,500.144.847-43,17709-092,da Cunha,GO,Brasil,F,(011) 0219-1977,50014484743@exemplo.com.br,2023-07-22
728ede5f-091d-4b28-85cd-6abfc0241bd2,Valentina Abreu,1985-06-04,338.098.608-88,86014125,Ferreira,TO,Brasil,M,+55 (041) 6952-2199,33809860888@exemplo.com.br,2023-07-25
1aa17782-3db0-40d8-96a0-a060274dc521,Carolina Pacheco,2001-01-14,521.139.752-12,55012-079,Ramos dos Dourados,MA,Brasil,F,11 8709-6694,52113975212@exemplo.com.br,2024-06-20
2e1594cc-2cf1-4b02-81b6-be02196dea49,Maria Clara Oliveira,1997-11-16,130.416.527-45,14112058,Almeida do Sul,GO,Brasil,F,(011) 8065-6457,13041652745@exemplo.com.br,2024-06-06
85137ea9-84eb-456b-9bf7-ffb712cda5d0,Matheus Dias,1984-02-23,584.963.843-21,12946760,Nunes de da Cruz,BA,Brasil,M,+55 84 1780-8814,58496384321@exemplo.com.br,2025-05-21
aa53f0c0-8e49-4bbb-bcb0-f26cb68455a0,Gabriela Rezende,2002-12-18,853.627.997-02,01923083,Araújo,AP,Brasil,F,21 0914-9370,85362799702@exemplo.com.br,2024-08-22
ae73ebad-5cbd-4641-a36a-8cf4210d0388,Emanuelly Duarte,1948-03-05,415.591.125-40,01975107,Casa Grande,GO,Brasil,M,(071) 0666 0119,41559112540@exemplo.com.br,2023-07-02
1e8bff21-6ad9-4072-a8dc-9b5434fad847,Lorenzo Gomes,1955-08-01,888.937.020-74,30480-086,Vasconcelos do Galho,PB,Brasil,M,21 9053-5998,88893702074@exemplo.com.br,2025-02-24
640b0713-a51f-44d8-8d0e-f3a56021955d,Heitor Cardoso,1936-04-14,013.333.852-75,96596-118,Farias,SP,Brasil,F,+55 11 8060 0885,01333385275@exemplo.com.br,2024-07-02
bc4c317b-63b9-483c-85c2-4fb83b663827,Liz Monteiro,1958-08-05,448.180.813-29,45398435,Rios,PA,Brasil,F,21 7796-3344,44818081329@exemplo.com.br,2023-12-11
701faff8-25da-4bbf-82ed-2d72f5a5e2a0,Maria Eduarda Siqueira,1998-10-26,117.829.648-39,34444158,Freitas da Praia,RR,Brasil,F,(031) 4057 0639,11782964839@exemplo.com.br,2023-11-27
0b195266-fbc1-4314-8ee0-b81936a30a35,Lorenzo Campos,1975-01-31,429.725.590-72,85573-516,Aparecida de Ramos,AC,Brasil,M,+55 (061) 0510-1047,42972559072@exemplo.com.br,2024-12-29
e0b92f1d-aff6-4fe2-bcaa-5fd5e8212840,Maria Luísa Cardoso,2007-05-01,513.352.494-41,93797232,Correia,RO,Brasil,M,+55 51 8824 4758,51335249441@exemplo.com.br,2025-05-28
8e5b2ead-c7c7-4974-8ccb-f7c4f80dd483,Apollo Rios,2004-01-24,900.837.667-30,59450883,Novais das Pedras,MA,Brasil,F,84 5287-0778,90083766730@exemplo.com.br,2023-11-17
3ff5ca32-f79b-43a4-ba99-4cae1a6bc94d,Srta. Nicole Teixeira,1983-07-26,344.635.052-01,27667-784,Araújo do Sul,DF,Brasil,F,+55 (081) 9385-0583,34463505201@exemplo.com.br,2025-05-13
330e0e90-5f00-48d1-a76a-a44de00ba918,Miguel Siqueira,1936-03-06,785.290.426-58,40559078,Sampaio de Goiás,CE,Brasil,M,0900 400 2339,78529042658@exemplo.com.br,2025-05-24
51edc984-739f-4d7f-8b74-9cbbcbaa7e83,Júlia Correia,1964-06-26,317.585.050-50,04026492,Oliveira,BA,Brasil,F,+55 (041) 8910 3316,31758505050@exemplo.com.br,2024-06-21
2de492da-6924-485d-9239-2418bdd78780,Sra. Vitória Vargas,1955-11-24,278.707.121-41,40885-203,Cunha do Galho,ES,Brasil,F,+55 21 5151-7302,27870712141@exemplo.com.br,2024-06-20
972d6428-754c-4dcd-932a-ff0628930366,André Rodrigues,2003-10-27,493.044.159-03,24427-208,Moura,MG,Brasil,F,(041) 3712 3467,49304415903@exemplo.com.br,2025-05-13
4d259dd9-3c16-48f1-988a-ebd467bda62a,Joaquim da Conceição,1986-05-11,800.971.690-37,27520-361,Pastor da Prata,BA,Brasil,F,+55 31 1582-2067,80097169037@exemplo.com.br,2023-09-05
f4e9af5d-aee9-4034-a335-8d06890a0917,Arthur Gabriel Pires,1977-12-05,459.086.686-66,36493-657,Porto,SE,Brasil,F,(071) 8882 4092,45908668666@exemplo.com.br,2023-07-22
73335a31-423c-46f8-a636-5a3aaf953d89,Sr. Eduardo Almeida,2005-10-24,588.487.034-70,37633611,Souza de Mendes,ES,Brasil,M,+55 (084) 3535-3365,58848703470@exemplo.com.br,2024-04-02
4156b911-eadd-4896-913a-37639e405d56,Matteo Leão,1990-08-30,041.982.512-27,18374-877,Ferreira de Fernandes,TO,Brasil,F,71 9423-3190,04198251227@exemplo.com.br,2024-03-28
ca76986a-551f-41b2-a68b-b9061c18ff7b,Ana Laura Vieira,1961-01-13,137.964.654-73,85965461,Borges de da Cruz,DF,Brasil,F,+55 84 7282-7612,13796465473@exemplo.com.br,2024-05-20
93fb53f7-c6c4-492b-9488-fc01b155bcf4,Breno Pacheco,1996-05-12,422.560.768-59,19262-486,Gomes das Flores,AL,Brasil,M,0500-877-0979,42256076859@exemplo.com.br,2025-04-07
df5df8d9-c195-4bef-8f63-8b7056486b0b,Rael Moreira,1952-08-24,520.551.165-82,52155003,Costa,RJ,Brasil,F,+55 (071) 3494 6876,52055116582@exemplo.com.br,2024-09-07
7c08fa12-4334-4d20-8cfa-2acc332b541f,Kaique Fogaça,1989-12-11,576.226.823-05,00690329,Fogaça,RR,Brasil,M,(061) 1137-8826,57622682305@exemplo.com.br,2024-09-25
98ddebad-c3e8-4834-ba26-7210da4edd58,Allana Caldeira,1996-06-20,329.882.736-35,44977-799,Barbosa de Albuquerque,RN,Brasil,M,(021) 2010 6665,32988273635@exemplo.com.br,2024-02-12
b9324fb4-4048-4451-88ce-f5ca40402c18,Amanda Caldeira,1942-08-16,630.212.656-71,06355-613,Mendes Grande,PR,Brasil,F,81 0359 1998,63021265671@exemplo.com.br,2024-08-26
aee4afab-7e6a-4e30-b816-34b544833306,Amanda Casa Grande,1941-05-20,322.421.866-75,78622-122,Ferreira,RO,Brasil,M,(031) 3664-2929,32242186675@exemplo.com.br,2024-01-14
102e0b5a-5e1f-4afe-9661-ab0276a65d1d,Lucca Farias,1982-05-12,972.403.774-63,14560412,Sampaio da Serra,AL,Brasil,F,+55 81 4585-2671,97240377463@exemplo.com.br,2024-07-20
f161d666-db10-4d3a-9b7f-4cf476ef26e2,Srta. Sarah Cardoso,1989-06-11,754.834.161-63,39390-530,Ramos,PR,Brasil,M,81 8407-4397,75483416163@exemplo.com.br,2024-09-01
c477e622-1594-44d1-a98d-5edd4b45da4a,Daniel da Costa,1949-01-17,025.847.527-43,89454242,Mendonça,PE,Brasil,F,+55 61 8518-5383,02584752743@exemplo.com.br,2023-09-19
fa8617e9-d8b1-4cef-9a0c-29ed5a521540,Cecília Nascimento,1935-09-03,160.006.543-49,16449716,Aparecida,MA,Brasil,F,+55 (081) 8270-4986,16000654349@exemplo.com.br,2024-07-24
fbcaab5c-fc45-423e-ab81-6b0dc37b420c,Levi da Mata,1948-04-08,670.935.556-11,07245084,Azevedo das Flores,MA,Brasil,M,+55 (061) 0412 5773,67093555611@exemplo.com.br,2024-11-11
9090a92b-faf3-4e79-9dc4-f0c254736bb9,Sofia Castro,2006-08-11,972.467.726-32,08806036,da Rosa de Vargas,MA,Brasil,F,+55 (011) 6084-9049,97246772632@exemplo.com.br,2025-03-26
fe76b3be-d017-46e1-b924-c4536247c6f3,Luísa Costela,1948-10-24,420.938.721-53,38679-729,Castro Verde,MT,Brasil,M,+55 (031) 7850 9901,42093872153@exemplo.com.br,2023-12-24
f591fd29-cd2f-454b-bbee-656ad86508c5,Milena Rezende,1981-04-28,280.128.087-78,49578912,Moreira da Praia,MG,Brasil,F,(011) 8503 9290,28012808778@exemplo.com.br,2023-11-09
bea81608-d04c-4497-a6d3-b2e456fd8f70,Vitória Cardoso,1968-12-14,344.358.119-56,78518-542,Pires,AM,Brasil,M,+55 (081) 8844-3367,34435811956@exemplo.com.br,2023-10-31
d45ce5e6-04b1-4ba2-815a-0a24b2d0ca72,Antonella Camargo,1959-02-21,355.296.379-83,99929-530,Castro de Moreira,SE,Brasil,F,+55 84 0819-1030,35529637983@exemplo.com.br,2025-05-25
6d2b887d-8826-47d9-9439-67cc87656a0d,Isis Pastor,1965-12-09,390.790.010-27,51657716,Pacheco da Serra,BA,Brasil,M,+55 (061) 8742 4821,39079001027@exemplo.com.br,2023-11-07
f6607cad-a8e8-4bf1-9656-63cb5f2cbec1,Ravi Lucca Santos,1980-08-25,057.318.832-06,58857-651,Casa Grande,RJ,Brasil,F,+55 (041) 2808-1065,05731883206@exemplo.com.br,2023-08-05
507279be-0232-49af-ba37-9dbea443dd4b,Luiza Pires,1961-04-23,010.884.981-18,64753-954,Rios da Serra,GO,Brasil,F,0300 787 4924,01088498118@exemplo.com.br,2025-01-02
790de2ae-9d4a-4899-94a9-96b8db459c95,Luiz Miguel Sá,1974-07-27,040.407.334-23,46804858,Cirino do Sul,MS,Brasil,M,+55 51 9931 6531,04040733423@exemplo.com.br,2024-06-20
2d805702-7677-4dec-a11c-d5a8a2c54d92,Marina Caldeira,1971-05-29,478.906.324-72,35981-012,Cavalcante,RJ,Brasil,M,(081) 0977-3217,47890632472@exemplo.com.br,2025-04-18
7eefbff6-d5ac-4e2c-b370-ae110c378103,Aurora Monteiro,1951-02-22,012.501.968-34,74385984,Siqueira,RO,Brasil,M,0300 525 9696,01250196834@exemplo.com.br,2024-05-16
a6649aa7-d45b-4a88-947a-82ecd92cb333,Enzo Gabriel Sampaio,1973-03-11,540.510.551-26,93228-836,Silva,RO,Brasil,F,84 5131 0661,54051055126@exemplo.com.br,2025-03-02
6c7fb188-c621-4efa-b915-df688b7ef1f4,Elisa da Mota,1991-05-20,529.585.935-67,88817667,Barbosa Grande,RJ,Brasil,F,(061) 5456-9494,52958593567@exemplo.com.br,2024-03-04
65e05c49-3840-4e26-a5fb-9618efd5efae,Caio Nunes,1941-08-31,912.175.316-59,64119623,Castro,GO,Brasil,M,81 0083 9826,91217531659@exemplo.com.br,2024-06-05
86e20228-11db-4b24-9982-4d7498decdf2,Carlos Eduardo Rios,1968-04-07,823.375.417-80,81109-766,Lopes do Campo,MA,Brasil,M,+55 (084) 9441-4617,82337541780@exemplo.com.br,2025-01-23
99a74449-6f68-4a30-97a1-5f61c8c99080,Léo Almeida,1941-06-06,933.970.995-28,18303-132,Porto Alegre,PR,Brasil,M,(031) 5885 4609,93397099528@exemplo.com.br,2024-09-06
ac934fd2-72b0-4cbf-8cc9-19015a88d2b7,Luara Duarte,1970-02-11,574.088.345-48,98672-857,da Paz,CE,Brasil,M,(041) 9149-1678,57408834548@exemplo.com.br,2023-09-13
566a612d-f8e7-4045-bbc4-11467bf0b349,Natália da Mata,1969-02-08,504.195.744-54,26217-793,Ribeiro Alegre,RS,Brasil,F,21 1309 2612,50419574454@exemplo.com.br,2025-03-30
4ee4f31a-0c67-4cb8-90a6-ac8d96592225,Sarah Silva,1986-09-21,077.753.876-49,44693-044,da Cunha,SE,Brasil,M,84 6454-0462,07775387649@exemplo.com.br,2025-01-17
f5171ab5-e369-4f8b-97c7-6cf85bd17d35,Gabriel Vieira,1946-10-25,444.966.649-51,37840-292,Nascimento do Campo,RR,Brasil,F,(051) 3911 0488,44496664951@exemplo.com.br,2024-02-14
38914d87-4928-4447-8d63-4060041b094c,Dr. Vinícius da Cunha,1961-04-01,351.173.527-20,61078-605,da Costa,SC,Brasil,F,(031) 4152 2138,35117352720@exemplo.com.br,2023-08-22
53de1aa1-b18d-4cc5-8fa7-f11a3878d2f2,Maria Helena da Cunha,1952-11-27,540.087.326-55,28775-699,Cirino da Serra,PI,Brasil,M,+55 (061) 7413 7231,54008732655@exemplo.com.br,2024-03-29
ae8fc548-5831-4234-bbc1-f5e97f76ebd3,Raul Camargo,1967-10-25,824.781.200-51,99909866,Rios de Minas,PR,Brasil,M,(051) 9055-5232,82478120051@exemplo.com.br,2025-01-11
e3abe44e-c3c2-4d52-995f-9675b598ef9f,Léo Pires,1951-05-26,831.371.211-02,40109-787,Cunha,BA,Brasil,M,21 8201-9307,83137121102@exemplo.com.br,2023-08-04
e6232e39-7b72-4f3c-b95a-2bfe95954b21,Mariana Rezende,1973-11-24,677.106.488-40,29944365,da Rosa,MT,Brasil,M,61 4236-6719,67710648840@exemplo.com.br,2023-10-29
2f169c8a-3e33-40ab-af64-d9428d818694,Evelyn Brito,1974-12-14,582.278.118-40,97633-172,Barbosa,MT,Brasil,F,81 3629 6211,58227811840@exemplo.com.br,2024-02-10
b41cb5e5-c9c7-400f-8a6a-f2b704445b53,Eloah Rodrigues,2001-12-18,350.643.041-98,87397-626,Teixeira do Oeste,MT,Brasil,M,+55 11 8522-8500,35064304198@exemplo.com.br,2024-05-18
b041ba14-f86d-4775-b1d3-3bfd3fb4e350,Henry Martins,1961-11-01,156.429.707-01,41546883,Costa,PE,Brasil,M,+55 (084) 1308 6042,15642970701@exemplo.com.br,2023-11-08
0a932eb2-8b38-409f-9631-f026b04804dd,João Vitor Ramos,2002-04-03,637.840.622-75,40776582,Mendes,ES,Brasil,F,(031) 9833 3259,63784062275@exemplo.com.br,2023-09-09
8cc2822e-3d97-44e7-ada6-bb40a5058b9b,Letícia Sampaio,1971-08-31,291.702.463-98,10883667,Lima,ES,Brasil,M,+55 (041) 2474-3019,29170246398@exemplo.com.br,2024-06-10
3674e1fc-7248-4f22-8976-f79d718cf38b,Isabel Rios,1968-10-26,894.662.768-90,70865-589,Câmara do Norte,MA,Brasil,F,(081) 9149 8856,89466276890@exemplo.com.br,2024-06-17
35f95f62-bb04-46d4-8e50-64a207a499c4,Henry Cavalcanti,2005-12-06,593.426.876-69,43335692,Peixoto das Pedras,CE,Brasil,F,+55 41 5523 8961,59342687669@exemplo.com.br,2025-05-15
d41d09aa-18b9-4e16-af99-423103e66691,Sophie Nunes,1945-02-26,162.589.732-85,37213-477,Rodrigues,DF,Brasil,F,41 8470 0392,16258973285@exemplo.com.br,2025-06-02
5f2e74c1-0069-4359-a706-0fbf15ee5867,Arthur Gabriel Sousa,1942-12-08,730.155.121-81,34465317,Marques,ES,Brasil,F,+55 21 0052-9341,73015512181@exemplo.com.br,2025-05-11
57f80ec8-99e3-4fff-93ac-09400301b89c,Hellena Guerra,1979-07-11,153.276.546-11,21998-530,Ferreira,AM,Brasil,F,(011) 6761-3099,15327654611@exemplo.com.br,2024-02-05
79d3dfc4-9c5b-4dbe-8ea2-54590f654ff0,Enzo Araújo,1959-07-15,618.260.445-40,63563452,Peixoto,PB,Brasil,F,+55 41 2376-6634,61826044540@exemplo.com.br,2023-11-14
d2f469b6-2dd5-4858-9bb0-d53541f50c13,Alícia Ribeiro,1973-06-20,503.029.977-45,87953-983,Nascimento de Castro,MS,Brasil,F,21 8453-8243,50302997745@exemplo.com.br,2023-12-05
55c8fdad-0aa3-480b-aefd-87fc3baf9db6,Erick Almeida,1956-01-09,139.585.028-41,12869481,Barros,PA,Brasil,F,0900 779 6564,13958502841@exemplo.com.br,2023-06-15
a4cc20af-f6ef-475d-bb77-2e99c5a8608b,Miguel Melo,1945-12-12,190.289.403-60,19072923,Duarte de Barros,SC,Brasil,F,0300 861 9400,19028940360@exemplo.com.br,2024-03-24
19bfe5b4-1d91-4998-9672-fa9e6cc927eb,Luiz Gustavo Porto,1940-05-07,042.537.764-93,87038328,Correia,MS,Brasil,F,+55 (011) 9138 3183,04253776493@exemplo.com.br,2024-08-29
2a20ee52-991d-4b86-84fb-5768c3e7d9b7,Ana Luiza Câmara,1994-01-26,597.091.378-43,10785-256,Mendes do Sul,MG,Brasil,M,(011) 7258 6260,59709137843@exemplo.com.br,2024-06-14
0111289d-c810-4b8f-bf8e-3fbb09ebced1,Arthur Gabriel Jesus,1988-12-10,034.424.579-72,76611412,Nunes do Sul,PB,Brasil,F,0500 330 5434,03442457972@exemplo.com.br,2024-08-30
f1edc682-d836-44c0-928e-5bb28c9684c2,Maria Cecília Vieira,1946-10-10,475.295.332-19,02047898,Jesus da Serra,ES,Brasil,F,31 5454 3713,47529533219@exemplo.com.br,2023-09-10
235813b5-70cd-4183-9722-1d844e3cf233,Clarice Souza,1962-10-03,255.691.961-98,86875-764,da Conceição das Pedras,PR,Brasil,M,51 2404 3627,25569196198@exemplo.com.br,2023-07-29
42bec4bd-d475-458e-88bc-d5e84e99740c,Srta. Lara Cardoso,2003-03-05,366.490.037-96,33617264,Sampaio do Amparo,AL,Brasil,F,0900 180 2817,36649003796@exemplo.com.br,2024-03-23
0e1eb532-e52f-4d38-9ed3-fcdf9622d227,Mateus Dias,1964-05-09,242.197.083-67,99889973,Farias Alegre,RJ,Brasil,F,+55 11 7017-0171,24219708367@exemplo.com.br,2023-07-12
030c137e-3920-4a6e-b405-1bd0ca1f963a,João Pedro Freitas,1948-08-22,187.756.744-96,55720375,Brito,BA,Brasil,F,+55 81 5471-0517,18775674496@exemplo.com.br,2024-09-22
